pert_id,canonical_smiles
BRD-A15079084,CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C3C=C(C)C(=O)C3(O)CC(=CC2C4C(C)(C)C41OC(=O)C)CO
BRD-A15100685,CC1O[C@@H](OCC2O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)[C@H](C[C@@]6([C@H](O)C[C@@]54C)C(=O)O[C@@H]4OC(CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@@H]4OC(C)[C@H](O[C@@H]5O[C@@H](CO)[C@H](O)[C@@H]5O)[C@@H](O[C@@H]5OC(CO)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O)OC(=O)C(\CO)=C\CC[C@](C)(O[C@@H]4OC(C)[C@@H](OC(=O)C(\CO)=C\CCC(C)(O)C=C)[C@@H](O)[C@@H]4O)C=C)C3(C)C)[C@@H](NC(C)=O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
BRD-A15113563,Clc1ccc(cc1Cl)C2Nc3ccccc3O2
BRD-A15131297,CCOC(=O)C(CCc1ccccc1)NC2CCc3ccccc3N(CC(=O)O)C2=O
BRD-A15297126,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C
BRD-A15415227,CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(O)=O)cc1)c1ccccn1
BRD-A15435692,OC(CCCN1CCN(CC1)c1ncc(F)cn1)c1ccc(F)cc1
BRD-A15493168,CC1[C@H]2C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)c2c(O)cccc12
BRD-A15501135,CC(=CCc1c(O)c(CC=C(C)C)c2OC(CC(=O)c2c1O)c3ccc(O)cc3)C
BRD-A15530910,CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1
BRD-A15597386,CC(=C)[C@H]1[C@H]2OC(=O)C1[C@]1(O)CC3O[C@]33C(=O)O[C@@H]2[C@]13C
BRD-A15909516,OC(=O)C(Cc1cc(=O)[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1
BRD-A15914070,CCCCCC(O)/C=C/C=O
BRD-A15931911,CCCC(=O)Nc1ncnc2n(cnc12)C1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1OC(=O)CCC
BRD-A16311756,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc12
BRD-A16332958,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
BRD-A16444946,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
BRD-A16478930,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
BRD-A16581344,CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2
BRD-A16665823,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
BRD-A16694057,CC(C)(c1ccc(OCC2CO2)cc1)c3ccc(OCC4CO4)cc3
BRD-A16700644,CC(COc1ccccc1)NC(C)[C@H](O)c1ccc(O)cc1
BRD-A16746338,COc1cc(cc(OC)c1OC)C1C2C(COC2=O)C(O)c2cc3OCOc3cc12
BRD-A16754160,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
BRD-A16820783,COc1ccc(OC)c(c1)c2nnc3SCC(=Nn23)c4ccc(OC)c(OC5CCOC5)c4
BRD-A16934955,OC1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5OC1[C@]2(CCN3CC6CCC6)c54
BRD-A16998493,CCC1C=CC=C2C1=NC1=C2CCOC1(CC)CC(O)=O
BRD-A17016119,COC(=O)[C@H](Cc1ccccc1)NC(=O)C(\c1ccccc1)=C1/OC(=O)C(C1=O)c1ccccc1
BRD-A17065207,CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1
BRD-A17081056,CC1NCCc2ccccc12
BRD-A17390249,CC(=O)Nc1ccc(cc1)C(=O)NC1CCCCC1N
BRD-A17411484,CC(C(O)=O)c1ccc2c(c1)[nH]c1ccc(Cl)cc21
BRD-A17428743,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12
BRD-A17448384,CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(O)CC2(C)C1(O)C(=O)CO
BRD-A17453586,O=C1CC2(CCCC2)CC(=O)N1CCCCNCC1COc2ccccc2O1
BRD-A17462676,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C
BRD-A17535965,CN1C[C@@]2(C=C)C3CC4OC[C@@H]3[C@@H]1[C@H]2[C@@]45C(=O)Nc6ccccc65
BRD-A17555397,NC(Cc1csc2ccc(O)cc12)C(O)=O
BRD-A17655518,CC(C)Cc1ccc(cc1)C(C)C(O)=O
BRD-A17664363,CCOC(=O)C(C)Oc1cccc2c1ccn(CC(=O)Nc1ccc(OC)cc1)c2=O
BRD-A17718497,CC1CN(CCN1C(=O)c1ccc(Cl)cc1)c1ccnc2cc(Cl)ccc12
BRD-A17745711,CC(N)Cc1c[nH]c2ccc(O)cc12
BRD-A17757596,COc1ccc(cc1COc1ccc(NC(C)=O)cc1)C1Nc2ccccc2C(=O)N1Cc1ccccc1
BRD-A17819071,CC1(C)C=CC(=O)[C@@]2(C)C1CC(=O)[C@]3(C)C2CC[C@@]4(C)[C@@H](OC(=O)C5OC543)c6ccoc6
BRD-A17828570,C[C@]12CC[C@H]3[C@@H]([C@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31
BRD-A17846016,Cc1c(C)c2OC(C)(CCc2c(C)c1O)C(O)=O
BRD-A17883755,Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O
BRD-A18043272,CN1C(=O)CC(C1=O)c1ccccc1
BRD-A18202423,CCOC(=O)C12CC2C(=NO)c3ccccc3O1
BRD-A18246003,CCCCC(CC)COC(=O)c1ccccc1C(O)=O
BRD-A18279961,Cn1c2cc(sc2c2cnn(Cc3cccc(N)c3)c(=O)c12)S(C)=O
BRD-A18411371,COc1ccc(cc1)C(N(C(=O)CCl)c2cccc(Cl)c2)C(=O)NC3CCCCC3
BRD-A18419789,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(OCC3=O)C(OC4OC5COC(C)OC5C(O)C4O)c6cc7OCOc7cc26
BRD-A18477699,CCCC(O)C#Cc1cnc2O[C@@H](CN(C)S(=O)(=O)c3ccc(C)cc3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-A18497530,Nc1ncnc2n(cc(I)c12)C3OC(CO)C(O)C3O
BRD-A18573497,CC1C=NC(=N1)S(=O)(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N(C)[C@H]2CO)-c1ccccc1F
BRD-A18579359,CN(C)CC(O)Cn1c2ccc(Br)cc2c3cc(Br)ccc13
BRD-A18605525,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
BRD-A18620900,C[C@]12CCC3C(CCc4cc(O)ccc34)C1C[C@@H](O)[C@@H]2O
BRD-A18696154,C1CN=C(N1)C1COc2ccccc2O1
BRD-A18725729,COc1ccc(cc1)C(N(C(=O)CCl)c2ccc(Cl)cc2)C(=O)NC3CCCCC3
BRD-A18763547,OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12
BRD-A18795974,CCCN(CCC)C1CCc2ccc(O)cc2C1
BRD-A18917088,C[C@]12CCC3C(CCc4cc(O)ccc34)C1CC[C@@H]2O
BRD-A18929998,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
BRD-A18932057,CC(=O)Oc1ccc2C3c4cc(OC(=O)C)c(OC(=O)C)c(OC(=O)C)c4CC3(O)COc2c1OC(=O)C
BRD-A19037878,CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C
BRD-A19053259,CN1C2CCCC1CC(=O)C2
BRD-A19134330,CNc1ccc2oc(C[C@@H]3OC4(CC[C@@H]3C)O[C@H](C(C)C(=O)c5ccc[nH]5)[C@H](C)C[C@H]4C)nc2c1C(=O)O
BRD-A19195498,CC(CN(C)C)CN1c2ccccc2CCc2ccccc12
BRD-A19232309,CC(O)CO
BRD-A19248578,C[C@H]1CC[C@@H]2C[C@H](C[C@@](O)(O2)C2CSC(=O)N2)OC(=O)\C=C(C)/CC\C=C/1
BRD-A19374631,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(C32)n1c5ccccc45
BRD-A19500257,COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O
BRD-A19633847,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
BRD-A19661776,CN1CCN2C(C1)c1ccccc1Cc1ccccc21
BRD-A19736161,Cc1nccn1CC1CCc2c(C1=O)c1ccccc1n2C
BRD-A19918940,CC1(C)Oc2ccc3ccc(=O)oc3c2CC1O
BRD-A19928752,CC(Sc1ccc(C)cc1)C(=O)Nc2nc[nH]n2
BRD-A19952358,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
BRD-A20119038,CNC1(C)C2CCC(C2)C1(C)C
BRD-A20126139,C[C@H]1CC2C3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)C2[C@@]2(C)CCC(=O)C=C12
BRD-A20131130,CC1OC(CC1O)n1cnc2c(N)ncnc12
BRD-A20239487,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
BRD-A20243730,CC12CCC3C(CCC4=Cc5oncc5CC34C)C2CCC1(O)C#C
BRD-A20348246,CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O
BRD-A20488704,CC1(C)C(CCC2(C)C3CC(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C=C)C=C3CCC12)O[C@@H]5O[C@@H](CO)[C@H](O)[C@H]5O
BRD-A20527803,CNC(=O)C1OC(C(O)C1O)n2cnc3c(NCc4cccc(I)c4)ncnc23
BRD-A20589515,NC(C(O)=O)c1cc(O)cc(O)c1
BRD-A20697603,CCC(C)C1NC2C=Cc3c(cc(nc3C2O)C(=O)OC(C)C2NC(=O)c3csc(n3)C(NC(=O)C3CSC(=N3)\C(NC(=O)C(NC(=O)c3csc(n3)C3(CCC(=NC3c3csc2n3)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC1=O)C(C)O)=C/C)C(C)(O)C(C)O)C(C)O
BRD-A20794617,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@H]5NC(=O)[C@@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](NC5=O)C(O)=O)c3O[C@@H]1OC(CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1C[C@](C)(N)[C@H](O)[C@H](C)O1)c(Cl)c2
BRD-A20846977,Cc1ccc(NC(=O)C2CC3CCC2C3)c(C)c1
BRD-A20862232,COc1cc2CCNC(C)c2cc1O
BRD-A20958854,NCCc1ccc(OC2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)c(O)c1
BRD-A20968261,NC(CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(=O)O
BRD-A21072306,O[Hg]c1c(O)c(Br)cc2c1Oc3cc(O)c(Br)cc3C42OC(=O)c5ccccc54
BRD-A21329147,C[N+]1(C)CCOC(O)(C1)c2ccc(cc2)c3ccc(cc3)C4(O)C[N+](C)(C)CCO4
BRD-A21406558,COc1ccc(cc1COc1c(C)cccc1C)C1Nc2ccccc2C(=O)N1Cc1cccs1
BRD-A21481508,COc1ccc(CC2NCCC3=CC(=O)CCC23)cc1O
BRD-A21490874,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC12C
BRD-A21584801,CC(O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C
BRD-A21723284,Oc1ccc2CC3N(CC4CC4)CCC5(C6Oc1c25)C3(O)Cc7c6oc8ccccc78
BRD-A21812217,ON1C(Nc2ccccc2C1=O)c3ccc(o3)c4ccc(C#N)cc4
BRD-A21858158,O=C(C1CCCCC1)N1CC2N(CCc3ccccc23)C(=O)C1
BRD-A22032524,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
BRD-A22101059,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
BRD-A22143024,C[C@]12CCC3C(CCc4cc(OS(O)(=O)=O)ccc34)C1CCC2=O
BRD-A22152765,CC[N+](CC)(CC)CCC(O)(C1CCCCC1)c1ccccc1
BRD-A22256192,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1CCCO1
BRD-A22272113,CCCC1=C(/C=C/C(=O)O)C(=O)C(O1)C(C)(C)C2OC(=C(/C=C/C(=O)O)C2=O)CCC
BRD-A22305049,CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c1ccccc1
BRD-A22380646,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
BRD-A22514244,COc1ccc(cc1OC)c2nnn(CC(=O)N(C(C)C(=O)NC3CCCC3)C4CCCCC4)n2
BRD-A22684332,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12
BRD-A22707317,CC#CCOC(=O)c1c(C)nc2sc3CC(O)CCc3c2c1N
BRD-A22713669,CC1(C)C2C(=NC1=O)c3ccccc3C(=O)C2=O
BRD-A22740840,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O
BRD-A22769835,CN1CCCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1
BRD-A22783572,CCC1(O)CC2CN(C1)CCc3c([nH]c4ccccc34)C(C2)(C(=O)OC)c5cc6c(cc5OC)N(C)C7C86CCN9CC=CC(CC)(C98)C(C(=O)OC)C7(O)C(=O)OC
BRD-A22844106,CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O
BRD-A22897758,CC(C(C)(C)C)\N=C(/NC#N)Nc1ccncc1
BRD-A22997170,Cc1[nH]c2ccccc2c1C(Nc1ccccn1)c1ccc(Cl)cc1
BRD-A23034328,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)C1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
BRD-A23072235,CN(C)CCC(c1ccccc1)c1ccccn1
BRD-A23226398,CC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C
BRD-A23290232,CCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C)C(=O)CO
BRD-A23359898,CC(C)CC(N(C)C)C1(CCC1)c1ccc(Cl)cc1
BRD-A23637604,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C(C[C@]4(C)[C@H]3CC[C@]12C)C=O
BRD-A23683907,C(Oc1cccc2C=C(CN3CCOCC3)COc12)C4CNCCO4
BRD-A23689620,CC[C@H](C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](CC=C(C)C(O[C@H]4C[C@H](OC)C(O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)C=CC=C4CO[C@H]5[C@H](O)C(C)=C[C@H](C(=O)O3)[C@]45O)O2)C=C[C@@H]1C
BRD-A23712469,CCC(C)C(N)C1=NC(CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC
BRD-A23723433,CC(=O)OC1C2=C(C)C(CC(O)(C(OC(=O)c3ccccc3)C4C5(COC5CC(O)C4(C)C1=O)OC(=O)C)C2(C)C)OC(=O)C(O)C(NC(=O)c6ccccc6)c7ccccc7
BRD-A23747351,CC(NC(=O)c1ccccc1\N=C\c1c(O)ccc2ccccc12)c1ccccc1
BRD-A23770159,CO[C@@H]1CC(CC(C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@H](C)\C=C\C=C\C=C(C)/[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1O
BRD-A23801136,CCC(C)N1CCC2(CC1)NC3=C4NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)C=CO[C@@]5(C)Oc6c(C5=O)c(C3=N2)c(C4=O)c(O)c6C)C
BRD-A24021119,CC(=O)NC(c1cccs1)c2cc(F)c3cccnc3c2O
BRD-A24054354,CCN1CCN(CC1)C(c2cccnc2)c3cc(Cl)c4cccnc4c3O
BRD-A24122750,NCC(CS(O)(=O)=O)c1ccc(Cl)cc1
BRD-A24191444,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
BRD-A24225650,CC(C)c1cn(C2OC(COC(=O)c3ccccc3)C(OC(=O)c4ccccc4)C2OC(=O)c5ccccc5)c(=O)[nH]c1=O
BRD-A24228527,CC1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O
BRD-A24381660,CC1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1
BRD-A24396574,CC1C(=O)C(=O)C=C2C1=CC=C3[C@@]2(C)CCC4(C)[C@@H]5C[C@@](C)(CC[C@]5(C)CC[C@]34C)C(=O)O
BRD-A24397426,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O
BRD-A24421185,CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1
BRD-A24429032,Oc1ccc(CCNCC2CCc3ccccc3C2=O)cc1
BRD-A24514565,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
BRD-A24543851,C1CNC(C1)c1cccnc1
BRD-A24643465,COC1=C[C@@]23CCCN3CCc4cc5OCOc5cc4[C@]2(C)C1OC(=O)[C@@](O)(CCCC(C)(C)O)CC(=O)O
BRD-A24817035,COc1ccc(CC2N(C)CCc3cc(OC)c(OC)cc23)cc1OC
BRD-A24891640,COCCOC(=O)C1C(C(=C(C)N=C1C)C(=O)OC(C)C)c2cccc(c2)[N+](=O)[O-]
BRD-A24951056,NC(C1CC1)(C(O)=O)c1ccc(cc1)P(O)(O)=O
BRD-A25004090,CCOc1ccccc1-n1c(=O)c2ccccc2nc1C(C)N1CCN(CC1)C(=O)COc1ccc(Cl)cc1
BRD-A25037258,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C
BRD-A25067867,CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4
BRD-A25088322,CN1CCN(CC(C(=O)c2ccc(F)cc2)c2ccccc2)CC1
BRD-A25143711,CCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@]12C)C(=O)CO
BRD-A25170757,CNCC(O)c1cc(OCc2ccccc2)c(OCc3ccccc3)cc1F
BRD-A25234499,CCC1(CCC(=O)NC1=O)c1ccc(N)cc1
BRD-A25337146,Brc1ccc(cc1)C(=O)C(CN2CCOCC2)c3ccccc3
BRD-A25416824,CC12CCC3C(CC=C4CC(O)CCC34CO)C2CCC1OC(=O)c5ccccc5
BRD-A25569250,CC(OC(=O)Nc1c(C)noc1-c1ccc(CSCCC(O)=O)cc1)c1ccccc1Cl
BRD-A25576662,CN([N+][O-])C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
BRD-A25619068,N#Cc1ccc(cc1)C1CCCc2cncn12
BRD-A25687296,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3C2C[C@@H]1CC1NCCc2cc(OC)c(OC)cc12
BRD-A25775766,O=C1OC2(C[C@H]3C=CC2=C1)[C@H]4CCCCN34
BRD-A25829966,OC1N2CCCC2=Nc2c(Cl)cc(Cl)cc12
BRD-A25852922,COC(=O)C1=C(N)N(C2=C(C1c3ccccc3)C(=O)CCC2)c4cccc(c4)C(F)(F)F
BRD-A26002865,CC1CCOC(=O)\C=C\C=C/C(=O)OC2CC3OC4C=C(C)CCC4(COC(=O)C1O)C2(C)C31CO1
BRD-A26032986,CC1(CN2CCC(CC2)n2c3ccccc3[nH]c2=O)OCc2ccccc2-n2cccc12
BRD-A26095496,CCC(=O)O[C@@]1([C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)CCl
BRD-A26097136,CCN1C[C@]2(COC)CCC(OC)[C@]3(C4C[C@@]5(O)[C@H](OC(=O)c6ccc(OC)cc6)C4[C@](C[C@H]5OC)(OC(=O)C)[C@H]7[C@H](OC)C32)[C@@H]71
BRD-A26112980,CC1NCCc2cc(O)c(O)cc12
BRD-A26199074,Clc1ccc(cc1)C(c2ccc(Cl)cc2)n3cc[n+](CC(OCc4ccc(Cl)cc4Cl)c5ccc(Cl)cc5Cl)c3
BRD-A26333730,Oc1cc(O)c(CC2NC(=O)NC2=O)cc1O
BRD-A26334849,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
BRD-A26347577,OCC(O)c1ccc(O)cc1
BRD-A26384407,NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12
BRD-A26583774,Clc1cccc(CC2COCc3cnnn3CCC(c3ccccc3)C(=O)N2)c1
BRD-A26595446,Cc1cccc(C)c1NC(=O)C(Cl)C(=O)c2ccccc2
BRD-A26627799,COc1ccc(cc1)C#Cc1ccc2N(C)[C@H](CO)[C@H]3CCN([C@H]3c2c1)S(=O)(=O)C1=NC(C)C=N1
BRD-A26711594,COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1
BRD-A26777759,O=C(Nc1ccc2ccccc2c1)C1CC2CCC1C2
BRD-A26787626,CC(=O)C1C(=O)C2C3C(Cc4cccc5[nH]cc3c45)C(C)(C)N2C1=O
BRD-A26845397,CC(C)NCC(O)COc1ccccc1-n1cccc1
BRD-A26962727,CCOC(=O)C1=C(C)N=c2s\c(=C\c3cc(Cl)c(OCC(O)=O)c(OC)c3)c(=O)n2C1c1ccccc1Cl
BRD-A27143604,Oc1ccc(CC(C#N)c2ccc(O)cc2)cc1
BRD-A27489425,CN(C)[C@H]1C2CC3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(=O)NCN5CCCC5)C1=O
BRD-A27554692,C[C@]12C=CC3=C4CCC(=O)C=C4CCC3C1CC[C@@]2(O)CC=C
BRD-A27640568,COc1ccc(C(NC(=O)c2ccccc2)c3ccc4cccnc4c3O)c(OC)c1
BRD-A27887842,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)C=C[C@]34C)C1CC[C@]2(O)C(=O)CO
BRD-A27924917,NCC(O)(CS(O)(=O)=O)c1ccc(Cl)cc1
BRD-A28019035,C[C@]12CCC3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@H]1CCC2=O
BRD-A28095882,CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4N
BRD-A28105619,CC(C)(O)\C=C\C(=O)[C@](C)(O)C1[C@H](O)C[C@@]2(C)C3CC=C4C(CC(=O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
BRD-A28318179,CC1CCN=C(N)S1
BRD-A28412351,COc1cccc2c1O[C@H]3C(=O)CC[C@H]4CN(C)CCC342
BRD-A28422058,OC(=O)C1CC(NC(=O)Nc2ccccc2)c3c(Cl)cc(Cl)cc3N1
BRD-A28422330,COc1ccc(cc1)C2CC(=NN2c3ccc(cc3)S(=O)(=O)N)c4ccccc4
BRD-A28746609,CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)C3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1
BRD-A28856712,C1CN=C(N1)C1CCCc2ccccc12
BRD-A28940325,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl
BRD-A28970875,COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)OC([C@@H]2O)n2cnc3c(ncnc23)N(C)C)cc1
BRD-A29009894,CC(Nc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c1ncc(F)cn1
BRD-A29082194,C[C@@]12CCC3C(CC[C@@H]4C[C@@H](O)CC[C@@]43C)[C@@]2(O)C[C@H](O)[C@@H]1C5=CC(=O)OC5
BRD-A29119732,COc1ccc(cc1OC)C(O)CN
BRD-A29260609,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O
BRD-A29289453,COC(=O)C1=C(C)NC(C)=C(C1C)C(=O)OCCSc1ccccc1
BRD-A29322418,C[C@]12CCC3C(C=CC4=CC(=O)CC[C@]34C)C1CC[C@@]2(O)CCC(O)=O
BRD-A29342309,NC(COO)c1cc(O)cc(O)c1
BRD-A29349577,OCC(O)CN1CCN(CC1)c1ccccc1
BRD-A29426959,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
BRD-A29437505,Nc1nc2n(C3OC(CO)C(O)C3O)c(=O)n(CC=C)c2c(=O)[nH]1
BRD-A29485665,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F
BRD-A29644307,CN1CC(c2ccccc2)c2cccc(N)c2C1
BRD-A29721261,CC(C)c1ccc(NC(=O)C2CC3CCC2C3)cc1
BRD-A29731977,CCCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C)C(C)=O
BRD-A29734509,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
BRD-A29854054,CCCCCN(CCCCC)C(=O)C(CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1
BRD-A29901043,COc1cc(C)c(Sc2cnc(NC(=O)c3ccc(CNC(C)C(C)C)cc3)s2)cc1C(=O)N1CCN(CC1)C(C)=O
